SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
DLF,EQ,803.6,804,778.8,780.65,782,802.6,2395731,1885578116.15,09-Jan-2025,71210,INE271C01023
BLACKBUCK,EQ,420,423.7,404.5,408.85,408,421.4,85267,35115009.75,09-Jan-2025,2715,INE0UIZ01018
NUVOCO,EQ,351.7,356.15,349.95,353.95,353.25,354.95,259996,91991160.80,09-Jan-2025,14494,INE118D01016
RELIANCE,EQ,1267,1269.75,1248.05,1254.75,1256.8,1265.5,12794704,16088882554.20,09-Jan-2025,390501,INE002A01018
MARINETRAN,ST,24.7,25.9,24.7,25.9,25.9,24.7,12000,302400.00,09-Jan-2025,3,INE0P1P01017
MONIFTY500,EQ,22.74,22.74,22.29,22.33,22.37,22.47,276980,6200194.79,09-Jan-2025,1380,INF247L01BU1
812REC27,NI,1090.36,1091.1,1090.36,1091.01,1091.01,1090.6,1165,1270706.15,09-Jan-2025,3,INE020B07GH7
737GS2028,GS,102.82,103.2,102.82,103.2,103.2,103.2,211,21735.30,09-Jan-2025,4,IN0020230101
SJS,EQ,1131.75,1131.75,1082,1090.15,1089.95,1131.85,49571,54596725.50,09-Jan-2025,7745,INE284S01014
DTIL,EQ,265.15,269.7,255,258.45,255,261.3,8803,2296310.00,09-Jan-2025,1571,INE341R01014
DIVGIITTS,EQ,588.9,611.25,584.45,606.5,597,587.85,13679,8170343.25,09-Jan-2025,1446,INE753U01022
MAHSEAMLES,EQ,711,716.3,690,693.25,695.1,712.5,158841,111156155.85,09-Jan-2025,11383,INE271B01025
NFL,EQ,116,120.7,114.5,115.3,114.9,116.29,3093125,365199647.41,09-Jan-2025,30791,INE870D01012
PARADEEP,EQ,120.9,124.29,114.45,115.18,115.1,121.3,6917713,823067374.68,09-Jan-2025,46693,INE088F01024
MANGLMCEM,EQ,952.05,994.5,940,984.85,976.65,961.25,102513,99160319.45,09-Jan-2025,8306,INE347A01017
AKG,EQ,17.99,17.99,17.55,17.6,17.55,17.94,11505,203752.87,09-Jan-2025,112,INE00Y801016
GILLANDERS,BE,124,124,117,120.99,122,121.94,10445,1260058.17,09-Jan-2025,85,INE047B01011
GOLDSTAR,SM,11.6,11.6,11.1,11.1,11.1,11.1,45000,510750.00,09-Jan-2025,4,INE405Y01021
GUJAPOLLO,EQ,378,378,353,355.35,353.1,367.55,24534,8925737.85,09-Jan-2025,1343,INE826C01016
SHREEKARNI,SM,735,773,735,773,773,736.2,38250,29338732.50,09-Jan-2025,180,INE0S4Y01010
UNIVPHOTO,BE,201.5,203.59,192.25,193.38,193.25,201.78,17780,3485418.05,09-Jan-2025,305,INE03V001013
ROCKINGDCE,SM,645,650,620.1,624.15,621,632.05,42250,26833737.50,09-Jan-2025,146,INE0PTR01012
JINDALSAW,EQ,267.5,269.8,257.95,258.65,259.15,268.4,704479,184826193.65,09-Jan-2025,26233,INE324A01032
LTF,EQ,141.93,144.4,140.83,142.7,144.19,143.4,5446905,773056180.05,09-Jan-2025,33583,INE498L01015
HINDMOTORS,EQ,27.74,27.74,26.42,26.61,26.59,27.56,556055,15056693.84,09-Jan-2025,3819,INE253A01025
HONASA,EQ,247.3,252.45,243.75,246.4,246.2,245.45,756077,187310206.90,09-Jan-2025,21785,INE0J5401028
SIKKO,EQ,97.5,99.8,94.5,95.36,95.6,97.83,32160,3112045.28,09-Jan-2025,879,INE112X01017
TATACHEM,EQ,1008,1027.4,998.05,1014.85,1015,1003.7,1712582,1736264939.65,09-Jan-2025,59628,INE092A01019
VIPCLOTHNG,EQ,44.4,44.4,42.1,42.21,42.16,44,113191,4872956.94,09-Jan-2025,730,INE450G01024
NRBBEARING,EQ,281.25,282.55,276.25,278.05,278.2,282.8,80820,22495825.40,09-Jan-2025,7486,INE349A01021
PAKKA,EQ,325,325,310,311.4,310.5,323,75360,23693225.50,09-Jan-2025,2263,INE551D01018
PPAP,EQ,214.1,216.52,210.05,211.96,212.2,214.51,11744,2502797.00,09-Jan-2025,611,INE095I01015
1025SCL34,Z8,980,980,980,980,980,926,1,980.00,09-Jan-2025,1,INE148I07SQ7
LICNETFN50,EQ,260.73,260.73,258.81,259.58,260.11,261.24,1576,408967.78,09-Jan-2025,51,INF767K01OS7
MIEL,ST,42,42,42,42,42,42.5,2000,84000.00,09-Jan-2025,1,INE0R3101011
LIQUIDPLUS,EQ,1011.34,1011.36,1011.34,1011.34,1011.34,1011.18,57,57646.40,09-Jan-2025,5,INF769K01MY5
BAJAJCON,EQ,193.9,198,193.52,195.24,196,193.76,216080,42358698.17,09-Jan-2025,7942,INE933K01021
FELIX,ST,181,181,177,177,177,179,29000,5154225.00,09-Jan-2025,42,INE901X01013
GLS,EQ,1040,1050.25,1012.55,1028.85,1040,1043.45,52143,53795116.20,09-Jan-2025,4680,INE03Q201024
GLOBE,EQ,5.39,5.41,5.12,5.13,5.15,5.39,1475247,7624597.37,09-Jan-2025,1849,INE581X01021
GNA,EQ,407.7,413.05,407,407.25,409,409.25,26860,10983710.30,09-Jan-2025,1394,INE934S01014
HEXATRADEX,EQ,253.15,256.95,243.55,251.05,254,253,8133,2039634.10,09-Jan-2025,764,INE750M01017
SIGNORIA,SM,99.5,103.55,99.5,101.25,101.25,99.1,9000,923150.00,09-Jan-2025,6,INE0RDE01010
SAMBHAAV,BE,7.7,8.05,7.7,7.78,7.94,8.01,85468,668836.57,09-Jan-2025,340,INE699B01027
ALPHA,EQ,52.78,52.87,51.4,51.61,52.07,52.56,1143233,59427771.60,09-Jan-2025,8104,INF174KA1IA5
MADHAV,EQ,54.99,57.61,54.15,55.16,55.45,54.12,33523,1863915.39,09-Jan-2025,989,INE925C01016
SGBMAY28,GB,8092,8119,8071.01,8099.85,8099.85,8070,712,5763890.28,09-Jan-2025,33,IN0020200088
ACCELYA,EQ,1538.35,1574.55,1515.45,1525.7,1530,1538.35,3097,4749434.00,09-Jan-2025,643,INE793A01012
AXISILVER,EQ,91,91,90.06,90.5,90.4,90.45,15538,1404562.87,09-Jan-2025,207,INF846K011K1
ENTERO,EQ,1455,1466.95,1429,1448.35,1447.7,1449.95,67982,98568578.70,09-Jan-2025,6408,INE010601016
76IGT26,ND,1030.3,1030.3,1030.2,1030.22,1030.2,1030.9,81,83448.20,09-Jan-2025,2,INE219X07207
JITFINFRA,EQ,635.3,652.6,620,625.1,629,640.7,25769,16380950.30,09-Jan-2025,2425,INE863T01013
KRBL,EQ,292.5,305.1,287,288.45,289,292.3,421932,124645317.00,09-Jan-2025,12660,INE001B01026
ALBERTDAVD,EQ,1316.5,1337.55,1293.5,1301.35,1296,1316.5,4306,5636930.35,09-Jan-2025,966,INE155C01010
CHOICEIN,EQ,537.55,538,529,532.95,533,537.25,204604,109277910.00,09-Jan-2025,7577,INE102B01014
ITIETF,EQ,46.88,47,46.26,46.33,46.41,46.74,928585,43245639.01,09-Jan-2025,1736,INF109KC16I6
TATAELXSI,EQ,6525,6635,6425,6439.95,6451.95,6473.5,346979,2262516511.60,09-Jan-2025,50945,INE670A01012
RELCHEMQ,EQ,207,211.82,203.4,204.86,204.5,206.91,3069,633737.48,09-Jan-2025,258,INE750D01016
IIFLCAPS,EQ,313.9,318.9,305,309.3,311.1,313.9,248791,76919649.65,09-Jan-2025,8740,INE489L01022
JAICORPLTD,EQ,202.9,203.35,190,192.2,191,203.45,1674501,326169863.45,09-Jan-2025,20783,INE070D01027
KAMDHENU,EQ,44,52.65,42.9,51,49.3,44.5,12414446,602090894.45,09-Jan-2025,51955,INE390H01020
CHOLAHLDNG,EQ,1555,1597.5,1538.05,1580.05,1583.45,1542.3,359180,567611913.25,09-Jan-2025,30319,INE149A01033
GAJANAND,ST,18,18.6,18,18,18,18.7,12000,217800.00,09-Jan-2025,4,INE0QTE01018
HPAL,EQ,77.41,78.79,77.01,77.53,77.7,77.41,42356,3300314.19,09-Jan-2025,1240,INE0GSL01024
SPORTKING,EQ,102,102.35,98.5,99.22,100.39,101.6,64871,6496331.92,09-Jan-2025,1780,INE885H01029
VILAS,ST,456.2,470.9,456.2,461,461,470,10750,4975575.00,09-Jan-2025,30,INE0AZY01017
ONYX,ST,85,85,78.8,78.95,78.8,82.95,40000,3217800.00,09-Jan-2025,20,INE0WVU01018
PRIMESECU,EQ,284,284,270,273.4,273.05,282.55,29270,8119350.10,09-Jan-2025,1002,INE032B01021
PDMJEPAPER,EQ,179,179,162.59,165.45,166,175.09,489415,82187637.90,09-Jan-2025,8326,INE865T01018
CERA,EQ,7218,7247.45,7111,7141.7,7111,7187.95,8278,59300844.55,09-Jan-2025,3842,INE739E01017
FMGOETZE,EQ,391,406,389.3,393.75,393.3,391.6,75949,30066638.85,09-Jan-2025,2068,INE529A01010
TAPIFRUIT,SM,107.5,107.5,107.3,107.3,107.3,112.95,1500,161100.00,09-Jan-2025,2,INE0M7001010
PKTEA,BE,724,755.7,688,755.7,755.7,719.75,2059,1537406.10,09-Jan-2025,57,INE431F01018
TIRUPATIFL,BE,59.41,59.41,59.41,59.41,59.41,60.63,123816,7355908.56,09-Jan-2025,482,INE319Y01024
WHIRLPOOL,EQ,1714.2,1733.5,1691,1700.95,1706.5,1710.25,54010,92092049.80,09-Jan-2025,17203,INE716A01013
SGBJAN30IX,GB,8299.99,8300,8224,8226.15,8239,8216.1,77,637646.70,09-Jan-2025,18,IN0020210236
AFFLE,EQ,1683.25,1698.45,1638.05,1644.75,1650,1683.25,212879,355995822.15,09-Jan-2025,17663,INE00WC01027
AGARWALTUF,SM,123.75,126.25,120,120.35,120,125.1,90000,11139720.00,09-Jan-2025,51,INE0P8X01016
NIFTYQLITY,EQ,21.23,21.96,21.19,21.23,21.2,21.22,29961,638300.74,09-Jan-2025,629,INF209KB15K4
HDFCMOMENT,EQ,32.46,32.46,31.7,31.78,32.14,32.11,167386,5340365.12,09-Jan-2025,1667,INF179KC1HV6
ZEEMEDIA,EQ,21.6,21.65,20.2,21.01,21,21.15,3151455,65667375.96,09-Jan-2025,5933,INE966H01019
1003SFIL28,NX,933.3,933.3,920,920,920,933.3,15,13866.50,09-Jan-2025,2,INE244L07556
MIRZAINT,EQ,36.73,36.98,36.15,36.2,36.49,36.74,123024,4487919.24,09-Jan-2025,1060,INE771A01026
MOVALUE,EQ,95.77,95.97,94.48,94.51,94.49,95.97,139593,13278119.50,09-Jan-2025,1572,INF247L01BE5
AXSENSEX,EQ,79.4,79.53,78.82,79.25,79.35,79.4,585,46276.70,09-Jan-2025,42,INF846K010Q0
HESTERBIO,EQ,2380.1,2380.1,2335,2345.85,2335,2355.75,2684,6293349.45,09-Jan-2025,386,INE782E01017
RAMANEWS,EQ,18.03,18.54,17.5,18.06,17.5,18.01,40184,726788.26,09-Jan-2025,248,INE278B01020
SOTAC,SM,108,108,108,108,108,106.15,2400,259200.00,09-Jan-2025,2,INE0O2D01012
TRUST,SM,152.75,152.75,141,142,142,150.1,97200,14127150.00,09-Jan-2025,147,INE0SWN01019
PNBGILTS,EQ,107.99,108.76,104.85,105.12,104.85,107.87,236938,25262557.09,09-Jan-2025,3859,INE859A01011
RITES,EQ,279.6,279.6,273,274.55,273.3,279.6,691039,191054831.45,09-Jan-2025,18290,INE320J01015
SBIETFQLTY,EQ,221.65,223.85,220.9,222.18,222.05,220.55,22256,4974528.03,09-Jan-2025,75,INF200KA1WX6
ARSHIYA,BZ,3.38,3.52,3.24,3.26,3.24,3.36,387004,1304038.47,09-Jan-2025,140,INE968D01022
DUCON,EQ,7.64,7.64,7.09,7.24,7.32,7.54,515499,3798476.30,09-Jan-2025,1483,INE741L01018
716GS2050,GS,103.75,103.75,103.75,103.75,103.75,103.75,55017,5708013.75,09-Jan-2025,7,IN0020200054
INCREDIBLE,EQ,46.2,46.79,43.63,44.14,44.99,46.76,16575,743366.60,09-Jan-2025,499,INE452L01012
INDOTECH,BE,3725,3771.95,3412.75,3566,3650,3592.35,46196,166886345.85,09-Jan-2025,3323,INE332H01014
TARSONS,EQ,409.05,415.95,403,407.35,410,409.05,31695,12958113.90,09-Jan-2025,1514,INE144Z01023
UMA,SM,41,41,38.5,38.6,38.6,38.65,44000,1710200.00,09-Jan-2025,11,INE067901012
QUADPRO,SM,4.5,4.55,4.2,4.2,4.2,4.35,108000,475800.00,09-Jan-2025,9,INE0GOJ01027
SALZERELEC,EQ,1521.1,1526.75,1432.55,1448.9,1448.4,1540.6,128980,190659055.70,09-Jan-2025,9904,INE457F01013
KCP,EQ,229.69,231.44,222.21,224.2,224.18,229.67,244369,55048990.58,09-Jan-2025,10565,INE805C01028
GOLDETF,EQ,76.7,76.79,76.4,76.64,76.5,76.39,230810,17678727.64,09-Jan-2025,972,INF769K01JP9
ABSLPSE,EQ,9.59,9.68,9.4,9.42,9.47,9.58,248045,2345701.69,09-Jan-2025,1103,INF209KB19Z4
EQUAL50ADD,EQ,303.38,304.62,302,303.05,302,304.9,2483,752310.99,09-Jan-2025,87,INF740KA1QK2
GREENPLY,EQ,303.75,304.7,293.55,294.7,293.75,305.5,68278,20379063.75,09-Jan-2025,4270,INE461C01038
SPMLINFRA,BE,234,238.2,225.25,225.25,225.25,237.1,109605,24952053.05,09-Jan-2025,583,INE937A01023
POLYPLEX,EQ,1399.75,1403.95,1346.3,1351.4,1356.2,1404.55,90088,123152698.60,09-Jan-2025,8712,INE633B01018
RTNINDIA,EQ,61.8,62.36,60.06,60.2,60.4,61.91,1308802,79916394.32,09-Jan-2025,11911,INE834M01019
IIFLZC26,NN,1270,1310,1230,1270,1230,1270,57,72390.00,09-Jan-2025,5,INE530B07187
CAGL25,N8,1086.8,1086.8,1086.8,1086.8,1086.8,1086.8,30,32604.00,09-Jan-2025,1,INE741K07561
IRFC,EQ,144,144.25,140.05,140.46,140.98,143.77,12452173,1771442846.83,09-Jan-2025,102465,INE053F01010
KODYTECH,SM,1500,1515.7,1480,1500.05,1489.05,1501.35,7100,10619660.00,09-Jan-2025,66,INE0Q7P01013
MARSHALL,BE,21.78,21.78,20.85,21.02,20.95,21.8,41353,867282.79,09-Jan-2025,96,INE00SZ01018
MAHKTECH,EQ,17.99,17.99,17.46,17.56,17.64,17.68,649010,11415924.82,09-Jan-2025,2707,INF769K01HS7
ARVSMART,EQ,865.7,875.95,833.1,840.5,838.25,865.7,50870,43000991.45,09-Jan-2025,4061,INE034S01021
ATAM,EQ,133.95,133.95,123.99,126.13,128,129.98,27300,3477837.51,09-Jan-2025,1190,INE09KD01013
DELHIVERY,EQ,336.1,341.7,334.15,336.35,334.15,334.75,890777,301071705.40,09-Jan-2025,13248,INE148O01028
754GS2036,GS,106.01,106.14,106,106.1,106.12,106.16,299777,31802915.39,09-Jan-2025,117,IN0020220029
TATATECH,EQ,885.75,889.6,869.8,874.3,871.9,886.3,576021,506832853.00,09-Jan-2025,33637,INE142M01025
RAJMET,EQ,8.5,8.58,8.21,8.32,8.38,8.48,513884,4322563.68,09-Jan-2025,2688,INE00KV01022
REPRO,EQ,547.45,551.05,544.55,548.75,549,548.7,5749,3151076.50,09-Jan-2025,308,INE461B01014
JPPOWER,EQ,17.14,17.28,16.8,16.87,16.9,17.14,20358737,345791978.05,09-Jan-2025,35399,INE351F01018
LATENTVIEW,EQ,485,485,469.5,470.55,472.7,480.05,167004,79316491.15,09-Jan-2025,9777,INE0I7C01011
ITETF,EQ,44.62,45.49,44,44.1,44.06,44.6,128863,5721182.59,09-Jan-2025,1288,INF769K01KV5
891NTPC33,N6,1268.6,1268.6,1268.6,1268.6,1268.6,1261,50,63430.00,09-Jan-2025,1,INE733E07JJ9
AARTIDRUGS,EQ,448,450,440.15,442.25,441.55,447.75,91325,40620431.80,09-Jan-2025,8358,INE767A01016
STARHEALTH,EQ,475,479.95,472.3,474.2,474.7,474.7,276593,131529158.90,09-Jan-2025,32465,INE575P01011
10IIFL29,N6,1000.1,1000.1,1000.1,1000.1,1000.1,1010,1,1000.10,09-Jan-2025,1,INE866I08279
VISHWARAJ,EQ,14.85,14.94,14.51,14.58,14.67,14.92,549817,8098560.00,09-Jan-2025,1389,INE430N01022
OMINFRAL,EQ,161.5,163.99,155.1,156.27,157.9,160.93,107710,17040301.25,09-Jan-2025,2378,INE239D01028
RSSOFTWARE,BE,199.45,199.45,199.45,199.45,199.45,203.53,20443,4077356.35,09-Jan-2025,149,INE165B01029
RBMINFRA,ST,641,642.65,613,615.35,614.05,644.8,23000,14369930.00,09-Jan-2025,105,INE0NA301016
JSWSTEEL,EQ,901,908.95,888.8,890.95,892.45,902.3,1459142,1308039925.70,09-Jan-2025,69297,INE019A01038
KKCL,EQ,568.8,568.8,556.15,560.7,562.85,565.85,19992,11243326.70,09-Jan-2025,1351,INE401H01017
EIDPARRY,EQ,865,875.95,840.4,845.8,843,866,108519,93037237.30,09-Jan-2025,10572,INE126A01031
GRASIM,EQ,2435.05,2438.8,2396.4,2410.4,2414,2435.75,766796,1850410398.75,09-Jan-2025,87249,INE047A01021
HECPROJECT,BE,117.6,117.6,117.6,117.6,117.6,120,8057,947503.20,09-Jan-2025,18,INE558R01013
ICICIBANK,EQ,1258,1264.75,1248.1,1262.4,1263.5,1263.75,8684920,10919031736.80,09-Jan-2025,161005,INE090A01021
SHREYANIND,EQ,226.34,227.7,219,222.57,220.25,225.99,4383,982650.35,09-Jan-2025,199,INE231C01019
SURAJLTD,BE,517.55,517.55,515,515,515,515,228,117425.10,09-Jan-2025,8,INE713C01016
UMAEXPORTS,EQ,111.95,113,106.01,107.22,106.32,110.49,55568,6075959.94,09-Jan-2025,2333,INE0GIU01018
SAGILITY,EQ,52.6,53.15,50.79,51.1,51.11,52.05,14742898,761150579.55,09-Jan-2025,49356,INE0W2G01015
920IIFLS26,N8,970,970,970,970,970,970,2,1940.00,09-Jan-2025,1,INE413U07285
885SCL26,N9,955.2,955.2,955.2,955.2,955.2,955,3,2865.60,09-Jan-2025,1,INE148I07GK5
JAIBALAJI,EQ,848.8,853.5,831,842.9,839,836.25,63258,53344255.15,09-Jan-2025,3426,INE091G01018
STEL,EQ,376.35,434.5,376.35,383.45,384.85,376.35,71032,28902801.55,09-Jan-2025,4665,INE577L01016
SUMMITSEC,EQ,2905.55,2916.55,2795,2812.05,2839,2903.5,7160,20405315.90,09-Jan-2025,1524,INE519C01017
TECHLABS,ST,1670,1670,1513.7,1531.95,1580,1593.35,69375,111093175.00,09-Jan-2025,442,INE0QD201012
LIQUIDBEES,EQ,999.66,1000.01,999.66,999.99,1000,1000,5940965,5940918846.39,09-Jan-2025,9678,INF732E01037
PILANIINVS,EQ,5120,5132,4969.95,5012.35,4984,5077.9,2980,15082767.70,09-Jan-2025,1080,INE417C01014
QUICKHEAL,EQ,611,612,594.7,607.75,599,612.5,274454,165828000.35,09-Jan-2025,6236,INE306L01010
METROBRAND,EQ,1255.3,1283.75,1249,1270.5,1271.95,1255.3,120816,152944995.90,09-Jan-2025,17725,INE317I01021
DUCOL,SM,131,131,130,130,130,131,4000,523200.00,09-Jan-2025,5,INE0LZO01015
ICEMAKE,EQ,760,760.2,750,751,753.75,760.35,8654,6521875.50,09-Jan-2025,991,INE520Y01019
NILAINFRA,EQ,14.05,14.23,13.67,13.82,13.79,13.82,2376284,33108424.07,09-Jan-2025,3111,INE937C01029
POLYSIL,SM,26.1,26.1,26.1,26.1,26.1,26,2000,52200.00,09-Jan-2025,1,INE517M01028
NECLIFE,BE,37.93,37.93,37.93,37.93,37.93,38.71,557341,21139944.13,09-Jan-2025,151,INE023H01027
AUROPHARMA,EQ,1277.1,1294.85,1245,1248.4,1249,1281.65,872743,1110299086.55,09-Jan-2025,43305,INE406A01037
FINEORG,EQ,4479,4716.4,4440,4572.4,4550,4479.45,78202,360013754.25,09-Jan-2025,15919,INE686Y01026
897GS2030,GS,111,111.5,111,111.5,111.5,111.5,1010,112115.00,09-Jan-2025,2,IN0020110055
TRIDENT,EQ,32.63,32.76,32.07,32.18,32.18,32.53,3272589,105960434.36,09-Jan-2025,19650,INE064C01022
YASHOPTICS,SM,87,87,86,86,86,87.75,35200,3034240.00,09-Jan-2025,14,INE0TO601017
SPAL,EQ,946.05,950,925.2,934.45,939.4,946.05,7684,7217151.60,09-Jan-2025,1172,INE212I01016
IOLCP,EQ,423.5,436.7,420.55,423.15,424,427.8,264333,113471632.45,09-Jan-2025,15569,INE485C01011
ITALIANE,ST,45,45,45,45,45,45,2000,90000.00,09-Jan-2025,1,INE0R7R01018
KALANA,SM,43.35,44,41.05,43.45,44,43.3,152000,6543500.00,09-Jan-2025,38,INE0T0L01014
MWL,SM,158,162.95,158,161,162.95,157,6000,962520.00,09-Jan-2025,5,INE0JYY01011
ARE&M,EQ,1107.95,1129.5,1100,1101.8,1105,1107.1,390224,434107081.00,09-Jan-2025,35571,INE885A01032
CAPACITE,EQ,417.35,420,405.2,407.15,407,420.55,294963,121569375.10,09-Jan-2025,16279,INE264T01014
HARDWYN,EQ,17.6,18,17.5,17.7,17.74,17.85,609290,10789203.00,09-Jan-2025,2328,INE626Z01029
FMCGIETF,EQ,60.42,61.1,59.69,60.54,60.56,59.93,921048,55864487.30,09-Jan-2025,3207,INF109KC19V3
SUPREMEENG,BE,2.9,2.99,2.71,2.79,2.82,2.85,635483,1825755.40,09-Jan-2025,711,INE319Z01021
769NHAI31,NE,1120,1120,1115,1119.9,1119.9,1118,1387,1549014.90,09-Jan-2025,28,INE906B07EP5
PRAMARA,SM,134.5,134.6,133,134.6,134.6,130,4000,536600.00,09-Jan-2025,3,INE0O7A01017
IMFA,EQ,909,912.35,892.05,899.25,904.5,907.25,43989,39678963.55,09-Jan-2025,5589,INE919H01018
KDL,ST,1859.55,1910,1800,1875.05,1850,1847.3,5800,10857777.50,09-Jan-2025,99,INE0O4R01018
AGNI,SM,40.8,41.15,40.8,41.15,41.15,40,5000,204875.00,09-Jan-2025,2,INE0LF301013
BALCO,ST,45.1,45.1,45.1,45.1,45.1,45.05,1200,54120.00,09-Jan-2025,1,INE0U0201016
76NHAI31,NA,1151.8,1153,1151.8,1151.8,1151.8,1150.5,275,316799.00,09-Jan-2025,4,INE906B07EJ8
TRANSWIND,ST,22.35,22.35,22.35,22.35,22.35,22.35,4000,89400.00,09-Jan-2025,1,INE792X01016
UTINEXT50,EQ,71.08,71.09,69.75,69.88,70.47,70.75,77877,5468129.98,09-Jan-2025,1741,INF789F1AUW9
VIESL,SM,202,202,196,199.65,199.1,201.9,41600,8313360.00,09-Jan-2025,51,INE0TR001017
ZENITHDRUG,ST,94.8,96.35,92.5,96.35,96.35,91.8,62400,5983400.00,09-Jan-2025,65,INE0QWN01013
AHIMSA,ST,71.8,71.8,69.05,69.05,69.05,70.4,9000,629700.00,09-Jan-2025,3,INE136T01014
CPSEETF,EQ,87.95,87.95,84.85,85.01,85.18,86.09,1206501,102778848.26,09-Jan-2025,15924,INF457M01133
ENGINERSIN,EQ,180.8,181.7,175.92,176.78,176.9,181.86,1468690,263227212.37,09-Jan-2025,23791,INE510A01028
SIGMA,EQ,349.4,351.9,338.75,345.35,344.3,347.7,26491,9055354.95,09-Jan-2025,1412,INE0A0S01010
SJVN,EQ,102.98,103.4,100.33,100.68,100.77,103.01,5329003,542088986.96,09-Jan-2025,42576,INE002L01015
DRSDILIP,ST,129.65,129.65,129.65,129.65,129.65,123.55,800,103720.00,09-Jan-2025,1,INE02CV01017
710GS2029,GS,103.15,103.15,102.27,102.51,102.92,102.92,14442,1482582.89,09-Jan-2025,11,IN0020220011
HITECH,EQ,154,154,149,149.64,149.5,153.7,181543,27474568.55,09-Jan-2025,6088,INE106T01025
INOXINDIA,EQ,1078.75,1095.8,1073,1091.9,1085.15,1080.45,94811,103305812.00,09-Jan-2025,8799,INE616N01034
NAGREEKCAP,BE,36.3,36.6,36.3,36.31,36.31,37.03,8680,315994.80,09-Jan-2025,24,INE245I01016
TOP100CASE,EQ,10.03,10.14,10,10.01,10.06,10.06,410014,4113652.57,09-Jan-2025,2047,INF0R8F01067
PVP,EQ,33.75,33.75,30.9,31.08,31.38,33.25,397752,12729389.21,09-Jan-2025,3530,INE362A01016
10NFL25,N9,1000,1000,1000,1000,1000,995.8,10,10000.00,09-Jan-2025,1,INE342T07478
97MOFSL34,N7,1080,1080,1000,1080,1080,1080,5046,5216400.31,09-Jan-2025,56,INE338I07123
INDNIPPON,EQ,684.1,684.1,666,669.9,666,676.9,7797,5247584.25,09-Jan-2025,869,INE092B01025
IEL,BE,19.89,19.89,19.89,19.89,19.89,20.3,19593,389704.77,09-Jan-2025,70,INE059901020
BALKRISIND,EQ,2759,2787.2,2754.55,2779.05,2780,2773.9,110398,306318154.45,09-Jan-2025,12653,INE787D01026
BHARATGEAR,EQ,99.34,99.35,94.8,95.73,95.75,98.8,46634,4472754.82,09-Jan-2025,1114,INE561C01019
CINELINE,BE,125.1,125.3,121.2,122.64,122,126.88,30755,3802613.27,09-Jan-2025,99,INE704H01022
DCW,EQ,87.21,89.44,86.01,86.72,86.35,86.94,1231197,108200597.71,09-Jan-2025,14101,INE500A01029
DREAMFOLKS,EQ,389,395.3,380,381.75,382.95,388.75,93254,35947985.30,09-Jan-2025,6695,INE0JS101016
689GS2025,GS,105.58,105.58,103.42,103.42,103.42,103,16,1656.88,09-Jan-2025,5,IN0020220128
GREENPANEL,EQ,366.25,366.25,353.8,357.65,358.15,361.95,46172,16652980.15,09-Jan-2025,6190,INE08ZM01014
SUNPHARMA,EQ,1841,1841,1814,1826.35,1830.05,1837.75,1199181,2189262927.95,09-Jan-2025,89141,INE044A01036
ARHAM,SM,130,130,128,128,128,132.85,7000,902300.00,09-Jan-2025,7,INE0L2Y01011
CUB,EQ,168.99,169.8,166.21,169.16,168.38,168.9,1278504,215191586.70,09-Jan-2025,14756,INE491A01021
DISHTV,EQ,9.97,10.12,9.75,9.83,9.76,9.97,8471914,84029912.66,09-Jan-2025,7216,INE836F01026
KIRLPNU,EQ,1464.75,1524.65,1463.3,1495.15,1498,1464.75,82765,124314412.15,09-Jan-2025,15127,INE811A01020
MARATHON,EQ,679.95,682.35,634.15,649.1,635,689.15,358974,234553925.00,09-Jan-2025,9350,INE182D01020
MUTHOOTMF,EQ,176.99,178.79,172.25,173.92,172.88,175.95,144501,25393585.97,09-Jan-2025,5293,INE046W01019
STAR,EQ,673.45,675,650,658.9,659.55,668.75,332367,220346881.40,09-Jan-2025,16294,INE939A01011
TAC,ST,1318,1371.45,1317.7,1371.45,1371.45,1344.6,22200,29451780.00,09-Jan-2025,70,INE0SOY01013
THOMASCOTT,BE,460.7,469.9,460.7,460.7,460.7,460.7,31819,14826039.30,09-Jan-2025,141,INE480M01011
UYFINCORP,EQ,23.52,25.46,23.5,23.64,23.54,23.78,135311,3304736.63,09-Jan-2025,1035,INE152C01025
VSTIND,EQ,327.9,329.8,322.1,323.55,323.45,327.85,88654,28880941.00,09-Jan-2025,7750,INE710A01016
ZAGGLE,EQ,532,532.75,512.25,516.15,520,532.75,417985,217340493.45,09-Jan-2025,13101,INE07K301024
PVRINOX,EQ,1180,1198,1158.25,1161.6,1162,1177.7,844435,996802013.05,09-Jan-2025,40060,INE191H01014
KEL,ST,143.2,145,143.2,145,145,149.95,2400,345840.00,09-Jan-2025,2,INE0OWX01025
MANOMAY,EQ,221.5,221.52,216.64,217.69,217.75,216.64,8597,1875435.92,09-Jan-2025,223,INE784W01015
BEDMUTHA,EQ,200.31,205.33,198.94,202.02,202.5,200.66,12946,2626240.37,09-Jan-2025,534,INE844K01012
364D031025,TB,96.25,96.25,96.25,96.25,96.25,95.45,5000,481250.00,09-Jan-2025,1,IN002024Z255
SHIVATEX,EQ,224.28,225.9,220.47,221.75,222,224,6880,1532947.85,09-Jan-2025,511,INE705C01020
