SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500117,"DCW LTD.",B,STK,80.1,82.86,78.06,78.83,80,83.92,1526,124833,10077165,
500119,"DHAMPUR SUGAR MILLS LTD.",B,STK,145.6,146.7,122.7,136.95,136.95,146.45,1421,58094,8143390,
500120,"DIAMINES & CHEMICALS LTD.",B,STK,476.2,477.1,452,460.55,452,478.75,196,1594,744738,
500123,"ELANTAS BECK INDIA LTD.",B,STK,11550,11747.75,11100.2,11285.55,11397.5,11776.95,185,817,9234148,
500124,"DR.REDDYS LABORATORIES LTD.",A,STK,1354,1354,1331.25,1334.15,1334.5,1354.2,2265,31793,42595677,
500125,"E.I.D.-PARRY (INDIA) LTD.",A,STK,800,813.95,786,790.65,790.7,816.55,1166,17056,13619675,
500126,"PROCTER & GAMBLE HEALTH LIMITE",A,STK,5245.9,5245.95,5162.15,5193.75,5180,5246.25,121,259,1347252,
500128,"ELECTROSTEEL CASTINGS LTD.",A,STK,122.7,127,118.45,119.6,119.6,126.25,3411,210194,25625737,
500133,"ESAB INDIA LTD.",A,STK,5336.75,5379.6,5122.4,5183.85,5194,5369.15,72,179,935887,
500135,"EPL LIMITED",A,STK,246.65,246.65,226.85,229.5,229.5,248.85,2758,86030,20207782,
500136,"ESTER INDUSTRIES LTD.",B,STK,157.25,157.25,141.2,142.9,142.5,156.95,866,27399,4040933,
500142,"FGP LTD.",XT,STK,9.53,9.53,9.4,9.4,9.4,9.53,16,184,1746,
500143,"PH CAPITAL LTD.",XT,STK,304.45,311,295.65,306.8,307,311.2,133,3688,1111351,
500144,"FINOLEX CABLES LTD.",A,STK,1038.25,1038.25,985.65,988.8,993,1038.4,1192,17971,18025965,
500147,"JOHN COCKERILL INDIA LIMITED",B,STK,3970,4045.85,3780,3904.95,3904.95,3965.15,474,2512,9728452,
500148,"UFLEX LTD.",B,STK,505,508,474.55,477.9,484,498.9,765,9005,4410724,
500150,"FOSECO INDIA LTD.",B,STK,3979.85,3995,3783.2,3815.75,3818,4029.05,32,65,252368,
500151,"GOLDEN TOBACCO LTD.",Z,STK,38.76,38.96,38.2,38.2,38.2,38,6,38,1461,
500153,"GANESH BENZOPLAST LTD.",B,STK,130.6,130.7,125.9,126.3,126.8,130.6,467,19532,2473666,
500159,"METROGLOBAL LIMITED",X,STK,147.1,147.1,129.3,138.45,138.7,144.2,213,12269,1668673,
500160,"GTL LTD.",B,STK,11.39,11.47,10.7,10.79,10.79,11.38,1008,208977,2310319,
500163,"GODFREY PHILLIPS INDIA LTD.",A,STK,4777.6,4777.6,4351.8,4394.7,4394.7,4773.95,1368,6028,27122426,
500164,"GODREJ INDUSTRIES LTD.",A,STK,994.8,994.8,950,956.1,951,993.5,383,2816,2752731,
500165,"KANSAI NEROLAC PAINTS LTD.",A,STK,250.55,252.65,244.25,245.4,246.3,253.7,689,16045,3976157,
500166,"GOODRICKE GROUP LTD.",X,STK,259,272,250.1,252.85,252.85,263.35,224,8309,2156435,
500168,"GOODYEAR INDIA LTD.",B,STK,1000,1005,916.1,932.2,932.2,991.65,1940,12816,12240683,
500170,"GTN INDUSTRIES LTD.",X,STK,38.72,38.72,34.26,34.38,35,37.96,42,2803,99465,
500171,"GHCL LTD.",A,STK,667.55,698,655.5,667.95,683.4,681.2,1468,22219,15041104,
500173,"GFL LIMITED",B,STK,81.24,81.24,74,74.88,77.7,79.44,204,6164,470576,
500174,"GUJARAT LEASE FINANCING LTD.",T,STK,8,8.48,7.68,8.48,8.48,8.08,41,24753,206960,
500179,"HCL INFOSYSTEMS LTD.",B,STK,15.34,15.34,14.45,14.52,14.52,15.21,834,134608,1976109,
500180,"HDFC BANK LTD.",A,STK,1640,1646.45,1624.25,1630.1,1630.1,1657.15,23842,769153,1255320928,
500182,"HERO MOTOCORP LTD.",A,STK,4121.65,4121.65,3999,4043.55,4043.55,4122.5,6359,22455,91107460,
500183,"HFCL LIMITED",A,STK,98.65,101.05,92.3,93.2,93.2,100.4,4219,737104,71137659,
500184,"Himadri Speciality Chemical Lt",A,STK,565.35,572.75,538.15,545.05,545.05,575.15,7762,253016,140594823,
500185,"HINDUSTAN CONSTRUCTION CO.LTD.",A,STK,34.31,34.61,31.65,32.06,32.06,34.48,12676,4321873,143252789,
500186,"HINDUSTAN OIL EXPLORATION CO.L",A,STK,189.5,190.1,176.85,181,181.1,189.75,1533,92328,16785900,
500187,"AGI GREENPAC LIMITED",A,STK,1020,1021.1,934.95,939.2,940.4,1024.6,837,8089,7911315,
500188,"HINDUSTAN ZINC LTD.",A,STK,429.05,432.9,414.85,419.55,419.55,433.15,2971,110700,47015626,
500189,"NDL Ventures Limited",B,STK,95,102,95,99.05,99.15,100.8,89,3242,322922,
500191,"HMT LTD.",Z,STK,74.55,74.55,69.44,69.44,69.44,73.09,74,2053,144693,
500192,"PRAG BOSIMI SYNTHETICS LTD.",X,STK,2.88,2.95,2.81,2.82,2.82,2.88,31,19035,54094,
500193,"HLV LIMITED",B,STK,16.66,17.12,15.32,15.8,15.8,17.06,1428,319192,5172186,
500199,"I G PETROCHEMICALS LTD.",B,STK,510.05,513.7,485.6,489.15,489.15,520.35,356,10813,5324673,
500201,"INDIA GLYCOLS LTD.",B,STK,1308.6,1308.6,1208.55,1220.6,1220.6,1308.8,1656,16837,21103780,
500202,"INDIA LEASE DEVELOPMENT LTD.",X,STK,11.5,11.5,10.45,10.5,11,10.98,26,5846,64472,
500206,"MARGO FINANCE LIMITED",XT,STK,113.7,113.7,113.7,113.7,113.7,116,39,541,61511,
500207,"INDO RAMA SYNTHETICS (INDIA) L",B,STK,44.1,44.59,39.71,41.7,41.3,43.72,197,24777,1031248,
500209,"INFOSYS LTD.",A,STK,1950.05,1982.55,1948.75,1961.8,1961.8,1966.7,6978,140309,276057351,
500210,"INGERSOLL-RAND (INDIA) LTD.",A,STK,3872.05,3891,3748.15,3797.95,3770.5,3935.05,907,2948,11222418,
500213,"INTERNATIONAL TRAVEL HOUSE LTD",X,STK,645.8,655.6,615,620.5,629.9,663.8,290,4465,2827276,
500214,"ION EXCHANGE (INDIA) LTD.",A,STK,614.6,628.7,599.95,607.55,607.55,629.35,1142,14368,8802512,
500215,"AGRO TECH FOODS LTD.",B,STK,915,915,872.65,880.1,879,913.8,180,1648,1480709,
500219,"JAIN IRRIGATION SYSTEMS LTD.",A,STK,72.43,75.45,69.87,70.53,70,73.92,1797,355123,25758533,
500220,"JASCH INDUSTRIES LTD.",X,STK,178.8,183.65,165.6,168.2,168.2,178.8,160,7723,1321127,
500227,"JINDAL POLY FILMS LTD.",B,STK,861.5,866.4,805,822.1,822.1,864.5,1134,12205,10221914,
500228,"JSW STEEL LTD.",A,STK,898.6,898.6,879.6,883.15,883.15,901.15,3496,57741,51291878,
500231,"UMANG DAIRIES LTD.",T,STK,90.05,92.85,89.4,89.4,89.4,94.1,57,3041,275190,
500233,"KAJARIA CERAMICS LTD.",A,STK,1064,1064,1012.6,1018.45,1018.45,1069.6,1887,12415,12847095,
500234,"KAKATIYA CEMENT SUGAR & INDUST",B,STK,165.25,177.95,162,162.2,168.05,182.85,227,2484,411106,
500235,"KALYANI STEELS LTD.",B,STK,961,989.35,920,940.75,940.75,987.5,1863,10243,9753767,
500238,"WHIRLPOOL OF INDIA LTD.",A,STK,1727.95,1727.95,1580.3,1596.15,1592.85,1701.05,479,1969,3191070,
500239,"KG DENIM LTD.",X,STK,25,25,22.36,22.89,22.51,23.2,85,5949,134832,
500240,"KINETIC ENGINEERING LTD.",X,STK,152.85,154.95,143,147.3,147.3,154.4,194,23176,3426868,
500241,"KIRLOSKAR BROTHERS LTD.",A,STK,2097.95,2146,1912.1,1929,1949.3,2060.1,2334,21129,43142012,
500243,"KIRLOSKAR INDUSTRIES LTD",B,STK,4170.05,4182.9,3980,3990.1,3980,4259.3,72,131,534257,
500245,"KIRLOSKAR FERROUS INDUSTRIES L",A,STK,619,620.1,589.25,606.6,606.6,620.1,2668,165065,100495891,
500246,"ENVAIR ELECTRODYNE LTD.",X,STK,135.65,135.65,131.95,131.95,131.95,132.95,4,16,2142,
500247,"KOTAK MAHINDRA BANK LTD.",A,STK,1727.45,1743.4,1723.65,1738.25,1738.25,1756.8,4917,56601,98232600,
500248,"KRISHNA FILAMENT INDUSTRIES LI",XT,STK,10.29,10.29,9.31,9.31,9.31,9.8,31,2277,22123,
500249,"KSB LIMITED",A,STK,730,730,701.9,706.3,702.05,734.05,420,2759,1961889,
500250,"L.G.BALAKRISHNAN & BROS.LTD.",B,STK,1240.05,1268.95,1185,1237.75,1221.2,1248.8,921,6445,7821650,
500251,"TRENT LTD.",A,STK,6460,6525,6160,6227.3,6227.3,6581.95,5686,28526,179200822,
500252,"LMW Limited",A,STK,15953.3,16103.95,15800,15914.65,15900,16015.2,134,214,3417860,
500253,"LIC HOUSING FINANCE LTD.",A,STK,553.55,555,530,533.65,533.65,555.05,3954,97749,52987293,
500257,"LUPIN LTD.",A,STK,2183.65,2191,2140,2154.05,2150.05,2190.5,1259,10816,23342529,
500259,"LYKA LABS LTD.",B,STK,149.8,157.85,143.2,153.5,154,149.8,1297,64841,9896678,
500260,"THE RAMCO CEMENTS LIMITED",A,STK,889.7,911,876.95,880.1,881.8,917.95,2096,23289,20870150,
500262,"HYBRID FINANCIAL SERVICES LIMI",T,STK,13.84,13.84,13.84,13.84,13.84,14.12,4,706,9771,
500264,"MAFATLAL INDUSTRIES LTD.",B,STK,171,171.7,154,157.7,157.7,171.7,1280,106338,17051403,
500265,"MAHARASHTRA SEAMLESS LTD.",A,STK,650.05,662,624.05,627.5,627.5,662.05,2757,45240,29026153,
500266,"MAHARASHTRA SCOOTERS LTD.",A,STK,9500,9500,8994,9038.65,9056.05,9432.6,345,635,5802009,
500267,"MAJESTIC AUTO LTD.",X,STK,415,415,390.05,397.85,404,417.4,104,2921,1166359,
500268,"MANALI PETROCHEMICAL LTD.",B,STK,57.18,58.27,55.33,55.86,55.92,57.8,379,24557,1399809,
500270,"BARODA RAYON CORPORATION LTD.",X,STK,180,181,170,171.15,170,179.15,52,2139,368052,
500271,"Max Financial Services Limited",A,STK,1062.6,1071.25,1050.2,1069,1068.3,1077.75,1161,9280,9866783,
500277,"MID INDIA INDUSTRIES LTD.",XT,STK,8.95,8.95,8.95,8.95,8.95,8.95,14,1770,15841,
500279,"MIRC ELECTRONICS LTD.",B,STK,22,22,20.21,20.49,20.5,21.79,769,111816,2346248,
500280,"CENTURY ENKA LTD.",B,STK,546.35,557.4,522.1,526.45,524.2,557.35,323,2592,1404192,
500282,"MODERN THREADS (INDIA) LTD.",T,STK,52.75,54.93,52.75,52.8,52.8,52.75,3,301,16488,
500284,"LORDS CHLORO ALKALI LTD.",T,STK,195,195,189.65,189.65,189.65,199.6,36,693,131868,
500285,"SPICEJET LTD.",B,STK,48.9,51.2,47.5,47.93,47.93,49.66,17630,8105149,396448954,
500288,"MOREPEN LABORATORIES LTD.",A,STK,67.92,68.73,64.07,64.9,64.9,68.22,2047,341180,22574464,
500290,"MRF LTD.",A,STK,117100,117100,112752.7,113017.3,112800,117094.7,365,417,47660871,
500292,"HEIDELBERGCEMENT INDIA LTD.",B,STK,205,210.65,202.3,203.2,203.2,210,412,7874,1619877,
500294,"NCC LIMITED",A,STK,245.15,250.45,235.1,238,238,251.1,7009,349500,84583683,
500295,"VEDANTA LIMITED",A,STK,428.65,428.65,412.1,413.4,413.4,431.9,7615,368575,155140596,
500296,"NAHAR SPINNING MILLS LTD.",B,STK,236.95,238,224.65,226.45,226.2,240,369,2347,539738,
500298,"Naperol Investments Limited",X,STK,1133,1133,1051.1,1072.85,1072.85,1133.1,107,1716,1856441,
500300,"GRASIM INDUSTRIES LTD.",A,STK,2328,2339,2276.1,2288.6,2288.6,2365.4,2414,9478,21804464,
500302,"PIRAMAL ENTERPRISES LTD.",A,STK,985.05,985.05,940.5,950.35,944.95,987.5,1337,11692,11261591,
500304,"NIIT LTD.",B,STK,170.3,172.5,159.25,161.55,162.25,174.2,1595,80182,13228655,
500306,"Jaykay Enterprises Limited",X,STK,123.9,127.5,117.5,124.4,124.4,125,858,197288,24251817,
500307,"NIRLON LTD.",B,STK,494.95,499.9,467.95,481.25,481.25,485.35,2527,54390,26685039,
500312,"OIL AND NATURAL GAS CORPORATIO",A,STK,265.6,268.5,254.55,255.65,255.65,263.05,16995,1096761,285209219,
500313,"OIL COUNTRY TUBULAR LTD.",T,STK,68.52,70.18,63.5,69.92,70.18,66.84,159,30739,2102673,
500314,"ORIENTAL HOTELS LTD.",B,STK,165.55,171.35,164.95,168.55,168.8,169,528,13553,2292000,
500317,"OSWAL AGRO MILLS LTD.",B,STK,68.34,68.34,63.21,63.21,63.21,66.51,51,1601,103077,
500319,"INDIAN SUCROSE LTD.",X,STK,105.1,107,100,100.75,101,107.55,198,10613,1105737,
500322,"PANYAM CEMENTS & MINERAL INDUS",X,STK,175.75,184,172.25,177.6,179.9,175.75,53,842,150070,
500325,"RELIANCE INDUSTRIES LTD.",A,STK,1230,1245.15,1225.6,1240.05,1240.05,1242.35,31209,810470,1003414009,
500327,"Pil Italica Lifestyle Limited",B,STK,12.9,12.98,12.3,12.46,12.46,13,147,17524,219894,
500330,"RAYMOND LTD.",A,STK,1598.8,1598.8,1506,1518.55,1515.95,1600.1,1664,20036,31023099,
500331,"PIDILITE INDUSTRIES LTD.",A,STK,2889.8,2889.8,2792.05,2796.7,2797.9,2901.3,3815,57245,161385191,
500333,"PIX TRANSMISSIONS LTD.",B,STK,2269.55,2269.55,2071.7,2114.15,2128.55,2253,1274,5804,12493719,
500335,"BIRLA CORPORATION LTD.",A,STK,1164.8,1224.85,1158.8,1169.7,1169.7,1188.55,459,6044,7218067,
500336,"SURYA ROSHNI LTD.",A,STK,250.35,250.35,231.6,233.85,233.85,251.7,1654,45999,11080916,
500337,"PRIME SECURITIES LTD.",B,STK,267.55,267.6,231.2,237.65,237.65,267.55,510,20846,5244798,
500338,"PRISM JOHNSON LIMITED.",A,STK,150.05,166,150,162.2,162.2,151,3293,158820,25395979,
500339,"RAIN INDUSTRIES LIMITED",A,STK,155.85,156.65,148.45,149.55,149.55,157.25,2548,163129,24858355,
500342,"PRUDENTIAL SUGAR CORPORATION L",T,STK,67.26,67.26,67.26,67.26,67.26,70.8,1,1,67,
500343,"AMJ LAND HOLDINGS LIMITED",B,STK,59.7,59.9,54.75,55.52,55.04,59.02,342,18364,1038295,
500346,"PUNJAB COMMUNICATIONS LTD.",B,STK,53.84,53.84,49.05,50.57,50,52.6,20,248,12674,
500350,"RSWM LTD.",B,STK,176.95,176.95,165.6,166.8,166.3,176.1,197,2144,368547,
500354,"RAJSHREE SUGARS & CHEMICALS LT",B,STK,52.7,52.7,49,49.48,49.8,51.41,563,8435,420891,
500355,"RALLIS INDIA LTD.",A,STK,283.55,286.1,275,277.4,275,288.85,740,9458,2655559,
500356,"SHREE RAMA NEWSPRINT LTD.",B,STK,17.49,17.49,16.56,16.73,16.67,17.17,52,2036,34286,
500357,"RAMA PAPER MILLS LTD.",Z,STK,15.61,16.06,14.54,14.54,14.54,15.3,10,464,6802,
500358,"RAMA PETROCHEMICALS LTD.",XT,STK,9.95,9.95,9.46,9.46,9.46,9.95,7,1031,9819,
500360,"RAPICUT CARBIDES LTD.",X,STK,103.2,116,101.1,102.5,102.5,109.2,58,3903,405788,
500365,"WELSPUN SPECIALTY SOLUTIONS LI",T,STK,43.5,45,42.21,42.56,42.5,43.92,487,179659,7831284,
500366,"ROLTA INDIA LTD.",Z,STK,4.11,4.11,4.11,4.11,4.11,4.32,13,3646,14985,
500367,"RUBFILA INTERNATIONAL LTD.",B,STK,77.8,77.9,72.1,73.17,74,76.25,452,26000,1974217,
500368,"Patanjali Foods Limited",A,STK,1809.95,1809.95,1752.25,1776.65,1789,1810.5,2247,69892,123699156,
500370,"SALORA INTERNATIONAL LTD.",X,STK,67,67,59,61.81,62.8,66.11,55,3091,191654,
500378,"JINDAL SAW LTD.",A,STK,250.35,253.85,238.3,240.75,240.75,256.25,4376,143210,35268084,
500380,"JK LAKSHMI CEMENT LTD.",A,STK,784.9,790.1,755.8,763.2,764.15,785.1,234,2193,1699361,
500387,"SHREE CEMENT LTD.",A,STK,25250.05,25430.6,24811.15,24861.6,24932,25730.5,150,270,6813204,
500388,"SHREE KRISHNA PAPER MILLS & IN",X,STK,45,45,43.45,43.45,43.45,43.28,3,13,567,
500389,"SILVERLINE TECHNOLOGIES LTD.",XT,STK,20.14,20.14,20.14,20.14,20.14,21.2,140,158964,3201534,
500390,"RELIANCE INFRASTRUCTURE LTD.",A,STK,289.1,296.65,277.55,277.55,277.55,292.15,3989,636237,178018251,
500400,"TATA POWER CO.LTD.",A,STK,352.6,354.9,338.5,340.1,340.1,356.3,10060,483665,168043298,
500402,"SPML INFRA LIMITED",T,STK,209,218.9,204.75,204.75,204.75,215.5,174,16502,3472163,
500403,"SUNDRAM FASTENERS LTD.",A,STK,1056,1056,992.05,998.65,1000,1056.2,891,8508,8661451,
500404,"SUNFLAG IRON & STEEL CO.LTD.",T,STK,278.25,287.8,275.5,275.5,275.5,290,322,26408,7367702,
500405,"SUPREME PETROCHEM LTD.",A,STK,606.05,644.9,606.05,637.95,640.9,637.3,709,4793,3043892,
500407,"SWARAJ ENGINES LTD.",B,STK,2929.2,2929.2,2800,2818.7,2837,2929.2,195,593,1707386,
500408,"TATA ELXSI LTD.",A,STK,5993.8,6086,5925.5,5942.35,5942.35,6003.15,9635,40280,241959759,
500410,"ACC LTD.",A,STK,1922.45,1922.45,1838.75,1860.6,1860.6,1931.4,4287,19207,36180437,
500411,"THERMAX LTD.",A,STK,3760,3809.95,3617,3638.4,3642.25,3771.8,1317,4978,18425571,
500412,"THIRUMALAI CHEMICALS LTD.",A,STK,318.65,318.65,292.75,294.15,295,312.35,844,21805,6601436,
500413,"THOMAS COOK (INDIA) LTD.",A,STK,174.3,176.7,167,167.8,167.8,174.3,805,32328,5532372,
500414,"TIMEX GROUP INDIA LTD.",B,STK,184,188,170.25,173.05,173.05,186.45,1328,118075,21200877,
500418,"TOKYO PLAST INTERNATIONAL LTD.",B,STK,121.3,121.3,116.3,116.95,117.45,121.4,168,941,111759,
500420,"TORRENT PHARMACEUTICALS LTD.",A,STK,3232,3292.95,3227.25,3238.85,3243.75,3275.85,620,2725,8852689,
500421,"TPI INDIA LTD.",X,STK,19.48,19.48,18.15,18.41,18.5,19.1,25,739,13931,
500422,"TRANSCHEM LTD.",X,STK,46.72,47.89,42,44.49,44.2,47.67,68,4839,220008,
500425,"AMBUJA CEMENTS LTD.",A,STK,505.35,513.9,491,493.15,493.15,511.1,2335,53002,26647126,
500426,"UTL INDUSTRIES LIMITED",X,STK,2.88,2.88,2.7,2.77,2.85,2.88,215,87694,243960,
500429,"UNIPHOS ENTERPRISES LTD.",B,STK,153.65,153.65,142.6,143.55,143.55,150.6,260,5647,839506,
500439,"VARDHMAN HOLDINGS LTD.",B,STK,4289.95,4289.95,3884,3886,3888,4005,52,110,436751,
500440,"HINDALCO INDUSTRIES LTD.",A,STK,571,573.9,562.5,563.65,563.65,574.5,6010,173265,98474762,
500444,"West Coast Paper Mills Limited",A,STK,550.45,557.55,530,536.8,536.35,563.45,1021,12702,6919081,
500449,"HINDUSTAN ORGANIC CHEMICALS LT",B,STK,39,39.71,34.2,34.78,34.78,38.99,880,105808,3806226,
500450,"MPIL CORPORATION LTD.",X,STK,677.25,677.25,644.95,667.7,667.7,645,16,36,23273,
500456,"PASUPATI ACRYLON LTD.",T,STK,41.87,41.9,41.87,41.87,41.87,42.71,7,1545,64719,
500458,"Kore Foods Limited",XT,STK,49.25,49.25,49.25,49.25,49.25,48.29,45,19816,975938,
500459,"PROCTER & GAMBLE HYGIENE & HEA",A,STK,14500.05,14739.95,14500.05,14686.15,14635.75,14783.3,162,265,3885083,
500460,"MUKAND LTD.",B,STK,116.2,122.5,112,114.8,114.8,123.75,611,19982,2347141,
500463,"BLACK BOX LIMITED",B,STK,600.2,649.55,595,599.1,599.1,618.65,3827,94198,58959364,
500464,"UCAL LIMITED",T,STK,174.7,183.8,174.7,175.6,178,182.35,42,1441,255506,
500467,"HARRISONS MALAYALAM LTD.",B,STK,259.3,284.75,259.3,263.55,268.65,286.15,459,13541,3730101,
500469,"FEDERAL BANK LTD.",A,STK,188.5,188.5,185.7,187.75,187.75,188.9,1614,108260,20261525,
500470,"TATA STEEL LTD.",A,STK,126.6,126.6,122.6,122.95,122.95,127.4,16336,2156267,268996698,
500472,"SKF INDIA LTD.",A,STK,4310.05,4310.05,4180,4216.35,4216.35,4321.75,793,2163,9126227,
500477,"ASHOK LEYLAND LTD.",A,STK,207.85,208.95,201.85,202.55,202.55,210.6,7500,428839,88342955,
500480,"CUMMINS INDIA LTD.",A,STK,2979.8,2986.65,2851.8,2870.85,2874.05,2999.05,1956,6549,19025214,
